,YEAR,MONTH,DAY,HOURS,MINS,Lehman Library,Northwest Corner Building,Avery,Lerner,East Asian Library,John Jay,Butler,Uris
2014-09-04T14:45:00,2014,9,4,14,45,250,116,238,505,120,60,1087,669
2014-09-04T15:00:00,2014,9,4,15,0,271,119,249,521,132,45,1047,657
2014-09-04T15:15:00,2014,9,4,15,15,259,121,224,510,113,50,1058,624
2014-09-04T15:30:00,2014,9,4,15,30,263,127,244,496,93,44,1120,677
2014-09-04T15:45:00,2014,9,4,15,45,278,133,234,489,101,48,1127,666
2014-09-04T16:00:00,2014,9,4,16,0,285,133,274,545,141,43,1165,702
2014-09-04T16:15:00,2014,9,4,16,15,281,131,254,455,145,33,1081,664
2014-09-04T16:30:00,2014,9,4,16,30,246,124,232,675,133,54,1163,645
2014-09-04T16:45:00,2014,9,4,16,45,276,130,239,470,116,43,1075,700
2014-09-04T17:00:00,2014,9,4,17,0,280,121,216,590,85,47,1164,715
2014-09-04T17:15:00,2014,9,4,17,15,279,114,227,427,89,34,1080,690
2014-09-04T17:30:00,2014,9,4,17,30,283,101,211,422,88,62,1017,686
2014-09-04T17:45:00,2014,9,4,17,45,242,101,163,500,89,127,953,616
2014-09-04T18:00:00,2014,9,4,18,0,216,102,164,449,98,147,911,594
2014-09-04T18:15:00,2014,9,4,18,15,184,93,140,499,99,182,768,489
2014-09-04T18:30:00,2014,9,4,18,30,167,84,113,347,109,167,678,434
2014-09-04T18:45:00,2014,9,4,18,45,166,70,100,506,92,175,656,408
2014-09-04T19:00:00,2014,9,4,19,0,139,62,96,364,83,172,578,331
2014-09-04T19:15:00,2014,9,4,19,15,127,55,82,481,67,179,585,320
2014-09-04T19:30:00,2014,9,4,19,30,96,60,76,399,89,169,497,281
2014-09-04T19:45:00,2014,9,4,19,45,92,55,71,527,58,206,502,280
2014-09-04T20:00:00,2014,9,4,20,0,68,43,56,565,85,202,478,218
2014-09-04T20:15:00,2014,9,4,20,15,71,39,60,466,70,216,445,192
2014-09-04T20:30:00,2014,9,4,20,30,76,35,61,500,85,202,494,196
2014-09-04T20:45:00,2014,9,4,20,45,72,42,61,376,56,141,488,197
2014-09-04T21:00:00,2014,9,4,21,0,82,33,50,429,61,139,519,179
2014-09-04T21:15:00,2014,9,4,21,15,74,34,23,375,60,132,484,168
2014-09-04T21:30:00,2014,9,4,21,30,79,30,16,419,36,124,525,159
2014-09-04T21:45:00,2014,9,4,21,45,79,30,16,395,64,124,515,140
2014-09-04T22:00:00,2014,9,4,22,0,73,33,15,332,69,94,465,128
2014-09-04T22:15:00,2014,9,4,22,15,64,26,18,320,57,85,476,86
2014-09-04T22:30:00,2014,9,4,22,30,44,21,18,300,35,59,449,59
2014-09-04T22:45:00,2014,9,4,22,45,43,21,16,215,33,44,437,59
2014-09-04T23:00:00,2014,9,4,23,0,37,17,15,154,37,27,341,56
2014-09-04T23:15:00,2014,9,4,23,15,34,10,16,125,26,21,286,59
2014-09-04T23:30:00,2014,9,4,23,30,30,1,13,108,32,34,303,58
2014-09-04T23:45:00,2014,9,4,23,45,27,1,13,92,28,40,287,56
2014-09-05T00:00:00,2014,9,5,0,0,23,1,12,79,12,42,280,55
2014-09-05T00:15:00,2014,9,5,0,15,8,1,11,69,19,29,228,56
2014-09-05T00:30:00,2014,9,5,0,30,5,2,7,81,15,30,220,54
2014-09-05T00:45:00,2014,9,5,0,45,4,3,8,53,8,40,167,54
2014-09-05T01:00:00,2014,9,5,1,0,5,1,7,60,9,50,166,54
2014-09-05T01:15:00,2014,9,5,1,15,4,1,7,58,2,46,136,54
2014-09-05T01:30:00,2014,9,5,1,30,3,2,7,75,2,20,163,54
2014-09-05T01:45:00,2014,9,5,1,45,5,1,7,53,3,10,130,55
2014-09-05T02:00:00,2014,9,5,2,0,4,1,7,64,3,7,100,56
2014-09-05T02:15:00,2014,9,5,2,15,4,1,7,46,5,10,101,56
2014-09-05T02:30:00,2014,9,5,2,30,3,1,8,33,1,9,96,56
2014-09-05T02:45:00,2014,9,5,2,45,4,1,7,36,4,5,79,56
2014-09-05T03:00:00,2014,9,5,3,0,4,1,7,29,0,3,65,55
2014-09-05T03:15:00,2014,9,5,3,15,3,1,8,40,0,4,60,56
2014-09-05T03:30:00,2014,9,5,3,30,3,1,8,29,0,4,50,56
2014-09-05T03:45:00,2014,9,5,3,45,3,1,8,23,0,3,55,56
2014-09-05T04:00:00,2014,9,5,4,0,3,1,8,22,0,3,50,56
2014-09-05T04:15:00,2014,9,5,4,15,3,1,8,23,0,3,38,56
2014-09-05T04:30:00,2014,9,5,4,30,3,1,8,21,1,2,38,54
2014-09-05T04:45:00,2014,9,5,4,45,3,1,8,25,3,2,38,54
2014-09-05T05:00:00,2014,9,5,5,0,3,1,8,20,2,2,38,54
2014-09-05T05:15:00,2014,9,5,5,15,3,1,8,25,2,2,35,54
2014-09-05T05:30:00,2014,9,5,5,30,3,1,8,25,1,2,35,54
2014-09-05T05:45:00,2014,9,5,5,45,3,1,8,24,1,2,29,55
2014-09-05T06:00:00,2014,9,5,6,0,4,1,7,20,0,5,29,56
2014-09-05T06:15:00,2014,9,5,6,15,5,1,13,22,0,3,33,57
2014-09-05T06:30:00,2014,9,5,6,30,5,2,10,26,0,3,31,54
2014-09-05T06:45:00,2014,9,5,6,45,3,1,9,24,0,3,35,54
2014-09-05T07:00:00,2014,9,5,7,0,4,2,10,31,0,3,42,54
2014-09-05T07:15:00,2014,9,5,7,15,5,2,14,37,0,3,36,56
2014-09-05T07:30:00,2014,9,5,7,30,8,2,11,44,0,5,42,54
2014-09-05T07:45:00,2014,9,5,7,45,7,2,13,39,0,5,45,56
2014-09-05T08:00:00,2014,9,5,8,0,13,1,16,39,0,8,47,55
2014-09-05T08:15:00,2014,9,5,8,15,10,1,15,43,9,6,53,60
2014-09-05T08:30:00,2014,9,5,8,30,7,1,16,78,2,10,69,64
2014-09-05T08:45:00,2014,9,5,8,45,7,3,21,82,2,10,84,64
2014-09-05T09:00:00,2014,9,5,9,0,15,6,31,130,8,7,116,80
2014-09-05T09:15:00,2014,9,5,9,15,17,9,28,151,12,7,138,98
2014-09-05T09:30:00,2014,9,5,9,30,33,12,52,177,35,16,214,124
2014-09-05T09:45:00,2014,9,5,9,45,40,33,61,185,42,10,258,151
2014-09-05T10:00:00,2014,9,5,10,0,69,33,72,340,35,57,366,181
2014-09-05T10:15:00,2014,9,5,10,15,81,46,113,275,93,13,355,221
2014-09-05T10:30:00,2014,9,5,10,30,90,54,111,371,84,14,403,235
2014-09-05T10:45:00,2014,9,5,10,45,120,54,117,766,76,12,499,259
2014-09-05T11:00:00,2014,9,5,11,0,115,76,124,974,90,11,516,307
2014-09-05T11:15:00,2014,9,5,11,15,123,78,131,1079,71,18,636,306
2014-09-05T11:30:00,2014,9,5,11,30,133,74,145,1158,61,13,705,304
2014-09-05T11:45:00,2014,9,5,11,45,152,71,148,1146,54,19,726,293
2014-09-05T12:00:00,2014,9,5,12,0,155,76,156,1103,66,13,716,309
2014-09-05T12:15:00,2014,9,5,12,15,154,63,160,1138,48,25,773,311
2014-09-05T12:30:00,2014,9,5,12,30,168,71,155,976,81,40,722,336
2014-09-05T12:45:00,2014,9,5,12,45,177,65,132,824,49,65,781,393
2014-09-05T13:00:00,2014,9,5,13,0,196,53,149,592,50,63,766,490
2014-09-05T13:15:00,2014,9,5,13,15,184,71,158,647,75,67,772,594
2014-09-05T13:30:00,2014,9,5,13,30,174,60,186,560,104,57,802,615
2014-09-05T13:45:00,2014,9,5,13,45,176,63,171,600,126,52,769,681
2014-09-05T14:00:00,2014,9,5,14,0,183,63,183,665,103,66,899,695
2014-09-05T14:15:00,2014,9,5,14,15,158,77,170,556,140,56,868,643
2014-09-05T14:30:00,2014,9,5,14,30,166,85,152,687,100,67,990,559
2014-09-05T14:45:00,2014,9,5,14,45,150,87,165,643,96,55,1014,480
2014-09-05T15:00:00,2014,9,5,15,0,162,70,186,627,100,82,1053,423
2014-09-05T15:15:00,2014,9,5,15,15,170,76,177,635,92,69,1093,428
2014-09-05T15:30:00,2014,9,5,15,30,168,90,183,679,90,67,1118,461
2014-09-05T15:45:00,2014,9,5,15,45,175,83,169,721,107,58,1135,460
2014-09-05T16:00:00,2014,9,5,16,0,184,85,174,688,84,55,1203,448
2014-09-05T16:15:00,2014,9,5,16,15,166,76,153,685,86,51,1210,426
2014-09-05T16:30:00,2014,9,5,16,30,189,89,142,604,109,49,1125,403
2014-09-05T16:45:00,2014,9,5,16,45,172,87,143,731,92,47,1100,411
2014-09-05T17:00:00,2014,9,5,17,0,174,90,117,609,80,36,1028,396
2014-09-05T17:15:00,2014,9,5,17,15,167,88,49,670,73,35,1008,387
2014-09-05T17:30:00,2014,9,5,17,30,151,79,28,603,73,40,994,397
2014-09-05T17:45:00,2014,9,5,17,45,135,77,37,629,64,42,936,365
2014-09-05T18:00:00,2014,9,5,18,0,115,69,26,652,55,43,884,370
2014-09-05T18:15:00,2014,9,5,18,15,92,69,44,617,59,49,811,364
2014-09-05T18:30:00,2014,9,5,18,30,79,73,65,633,47,49,782,318
2014-09-05T18:45:00,2014,9,5,18,45,66,66,85,527,50,43,689,225
2014-09-05T19:00:00,2014,9,5,19,0,56,55,98,697,46,72,654,216
2014-09-05T19:15:00,2014,9,5,19,15,16,50,106,669,28,86,573,196
2014-09-05T19:30:00,2014,9,5,19,30,10,48,111,813,13,89,623,164
2014-09-05T19:45:00,2014,9,5,19,45,9,43,105,818,31,69,556,137
2014-09-05T20:00:00,2014,9,5,20,0,10,36,83,815,11,83,552,149
2014-09-05T20:15:00,2014,9,5,20,15,7,40,108,673,18,100,520,143
2014-09-05T20:30:00,2014,9,5,20,30,7,40,88,468,6,58,509,142
2014-09-05T20:45:00,2014,9,5,20,45,4,40,77,345,13,14,492,130
2014-09-05T21:00:00,2014,9,5,21,0,5,31,71,286,4,9,469,131
2014-09-05T21:15:00,2014,9,5,21,15,5,31,69,270,7,8,435,100
2014-09-05T21:30:00,2014,9,5,21,30,4,28,58,276,5,20,468,83
2014-09-05T21:45:00,2014,9,5,21,45,4,24,44,198,6,9,436,77
2014-09-05T22:00:00,2014,9,5,22,0,4,31,15,177,14,8,388,60
2014-09-05T22:15:00,2014,9,5,22,15,5,29,11,157,5,6,359,59
2014-09-05T22:30:00,2014,9,5,22,30,6,32,14,120,15,4,332,62
2014-09-05T22:45:00,2014,9,5,22,45,4,28,11,106,3,9,317,57
2014-09-05T23:00:00,2014,9,5,23,0,4,25,10,86,14,10,290,58
2014-09-05T23:15:00,2014,9,5,23,15,5,21,9,116,10,10,315,56
2014-09-05T23:30:00,2014,9,5,23,30,4,20,9,88,13,9,228,55
2014-09-05T23:45:00,2014,9,5,23,45,4,16,8,162,9,13,272,54
2014-09-06T00:00:00,2014,9,6,0,0,5,13,9,118,17,5,165,54
2014-09-06T00:15:00,2014,9,6,0,15,4,12,9,190,8,10,236,54
2014-09-06T00:30:00,2014,9,6,0,30,3,8,9,165,1,4,150,54
2014-09-06T00:45:00,2014,9,6,0,45,4,1,9,208,3,6,175,53
2014-09-06T01:00:00,2014,9,6,1,0,3,1,8,159,4,7,124,54
2014-09-06T01:15:00,2014,9,6,1,15,3,1,8,141,4,11,110,53
2014-09-06T01:30:00,2014,9,6,1,30,4,1,8,119,4,8,130,53
2014-09-06T01:45:00,2014,9,6,1,45,4,2,8,90,4,3,87,54
2014-09-06T02:00:00,2014,9,6,2,0,4,1,8,93,2,6,94,54
2014-09-06T02:15:00,2014,9,6,2,15,4,1,8,60,2,2,68,53
2014-09-06T02:30:00,2014,9,6,2,30,4,1,8,61,3,8,74,54
2014-09-06T02:45:00,2014,9,6,2,45,4,1,9,38,1,2,67,54
2014-09-06T03:00:00,2014,9,6,3,0,4,1,10,51,2,6,64,53
2014-09-06T03:15:00,2014,9,6,3,15,4,1,9,30,2,1,42,53
2014-09-06T03:30:00,2014,9,6,3,30,4,1,9,36,1,3,50,54
2014-09-06T03:45:00,2014,9,6,3,45,5,1,9,25,3,3,40,53
2014-09-06T04:00:00,2014,9,6,4,0,4,1,9,28,0,2,41,53
2014-09-06T04:15:00,2014,9,6,4,15,4,1,9,21,0,3,46,54
2014-09-06T04:30:00,2014,9,6,4,30,4,1,10,21,1,1,36,54
2014-09-06T04:45:00,2014,9,6,4,45,4,1,9,19,2,1,35,53
2014-09-06T05:00:00,2014,9,6,5,0,4,1,9,19,0,2,31,54
2014-09-06T05:15:00,2014,9,6,5,15,4,1,9,16,0,1,34,54
2014-09-06T05:30:00,2014,9,6,5,30,4,1,10,20,0,2,27,54
2014-09-06T05:45:00,2014,9,6,5,45,4,1,9,19,0,2,27,54
2014-09-06T06:00:00,2014,9,6,6,0,4,1,9,18,0,1,27,54
2014-09-06T06:15:00,2014,9,6,6,15,4,1,9,22,0,1,28,54
2014-09-06T06:30:00,2014,9,6,6,30,4,1,9,19,0,1,28,54
2014-09-06T06:45:00,2014,9,6,6,45,4,1,10,18,0,1,26,53
2014-09-06T07:00:00,2014,9,6,7,0,4,1,12,18,0,1,22,53
2014-09-06T07:15:00,2014,9,6,7,15,4,1,12,25,0,1,26,53
2014-09-06T07:30:00,2014,9,6,7,30,4,1,9,26,0,1,26,53
2014-09-06T07:45:00,2014,9,6,7,45,4,1,10,25,0,1,27,53
2014-09-06T08:00:00,2014,9,6,8,0,4,1,10,27,1,1,34,55
2014-09-06T08:15:00,2014,9,6,8,15,4,1,10,31,2,3,35,54
2014-09-06T08:30:00,2014,9,6,8,30,5,1,9,34,3,1,31,55
2014-09-06T08:45:00,2014,9,6,8,45,9,2,9,40,0,1,49,55
2014-09-06T09:00:00,2014,9,6,9,0,8,2,10,43,1,1,57,54
2014-09-06T09:15:00,2014,9,6,9,15,7,4,11,52,0,4,83,53
2014-09-06T09:30:00,2014,9,6,9,30,4,4,10,58,0,1,94,53
2014-09-06T09:45:00,2014,9,6,9,45,6,3,14,101,2,7,126,54
2014-09-06T10:00:00,2014,9,6,10,0,9,3,13,120,4,5,146,57
2014-09-06T10:15:00,2014,9,6,10,15,9,4,14,214,2,4,204,55
2014-09-06T10:30:00,2014,9,6,10,30,11,8,16,256,5,7,221,70
2014-09-06T10:45:00,2014,9,6,10,45,23,15,14,293,1,8,281,76
2014-09-06T11:00:00,2014,9,6,11,0,27,15,20,302,0,7,301,93
2014-09-06T11:15:00,2014,9,6,11,15,39,20,28,451,1,10,383,108
2014-09-06T11:30:00,2014,9,6,11,30,44,30,38,409,1,7,412,108
2014-09-06T11:45:00,2014,9,6,11,45,45,46,51,522,4,10,526,128
2014-09-06T12:00:00,2014,9,6,12,0,56,51,54,501,5,13,549,130
2014-09-06T12:15:00,2014,9,6,12,15,60,64,63,505,15,17,576,138
2014-09-06T12:30:00,2014,9,6,12,30,68,67,63,548,7,20,656,140
2014-09-06T12:45:00,2014,9,6,12,45,66,71,86,547,20,31,683,152
2014-09-06T13:00:00,2014,9,6,13,0,66,73,88,598,20,49,775,164
2014-09-06T13:15:00,2014,9,6,13,15,63,70,96,552,30,58,785,177
2014-09-06T13:30:00,2014,9,6,13,30,65,69,93,612,24,58,919,168
2014-09-06T13:45:00,2014,9,6,13,45,69,64,92,548,42,39,908,189
2014-09-06T14:00:00,2014,9,6,14,0,86,67,89,623,35,39,1002,205
2014-09-06T14:15:00,2014,9,6,14,15,83,70,105,533,57,35,989,221
2014-09-06T14:30:00,2014,9,6,14,30,97,71,101,531,48,46,1157,227
2014-09-06T14:45:00,2014,9,6,14,45,104,83,125,428,67,42,1134,243
2014-09-06T15:00:00,2014,9,6,15,0,109,88,121,457,60,51,1242,248
2014-09-06T15:15:00,2014,9,6,15,15,132,82,138,378,68,42,1173,247
2014-09-06T15:30:00,2014,9,6,15,30,136,80,145,408,66,37,1179,249
2014-09-06T15:45:00,2014,9,6,15,45,139,83,157,416,56,34,1205,247
2014-09-06T16:00:00,2014,9,6,16,0,141,80,166,398,56,41,1218,253
2014-09-06T16:15:00,2014,9,6,16,15,137,76,163,401,59,34,1187,270
2014-09-06T16:30:00,2014,9,6,16,30,136,75,166,393,62,36,1185,272
2014-09-06T16:45:00,2014,9,6,16,45,136,77,156,447,52,46,1229,277
2014-09-06T17:00:00,2014,9,6,17,0,142,77,169,357,50,38,1123,280
2014-09-06T17:15:00,2014,9,6,17,15,129,71,157,435,32,47,1085,275
2014-09-06T17:30:00,2014,9,6,17,30,123,65,159,373,43,46,1015,285
2014-09-06T17:45:00,2014,9,6,17,45,100,60,157,453,31,55,981,271
2014-09-06T18:00:00,2014,9,6,18,0,77,54,144,394,42,56,875,240
2014-09-06T18:15:00,2014,9,6,18,15,5,50,137,397,36,54,788,242
2014-09-06T18:30:00,2014,9,6,18,30,7,56,118,388,39,62,688,232
2014-09-06T18:45:00,2014,9,6,18,45,4,48,107,383,33,70,666,228
2014-09-06T19:00:00,2014,9,6,19,0,6,50,66,486,32,106,681,215
2014-09-06T19:15:00,2014,9,6,19,15,3,57,38,393,21,102,644,206
2014-09-06T19:30:00,2014,9,6,19,30,3,58,9,473,13,95,630,194
2014-09-06T19:45:00,2014,9,6,19,45,3,56,8,409,15,107,584,173
2014-09-06T20:00:00,2014,9,6,20,0,3,45,9,462,11,129,566,163
2014-09-06T20:15:00,2014,9,6,20,15,3,50,9,352,10,118,550,151
2014-09-06T20:30:00,2014,9,6,20,30,4,44,8,308,10,59,576,136
2014-09-06T20:45:00,2014,9,6,20,45,5,45,8,244,13,25,562,133
2014-09-06T21:00:00,2014,9,6,21,0,4,39,12,210,3,9,601,122
2014-09-06T21:15:00,2014,9,6,21,15,3,36,9,214,10,14,566,82
2014-09-06T21:30:00,2014,9,6,21,30,4,35,9,182,2,8,566,64
2014-09-06T21:45:00,2014,9,6,21,45,4,31,9,210,3,9,551,54
2014-09-06T22:00:00,2014,9,6,22,0,4,32,9,152,3,10,531,54
2014-09-06T22:15:00,2014,9,6,22,15,5,29,9,190,4,12,511,57
2014-09-06T22:30:00,2014,9,6,22,30,3,20,8,193,3,19,522,59
2014-09-06T22:45:00,2014,9,6,22,45,3,18,9,190,6,8,468,53
2014-09-06T23:00:00,2014,9,6,23,0,5,15,10,168,4,10,455,52
2014-09-06T23:15:00,2014,9,6,23,15,4,6,12,179,7,4,422,54
2014-09-06T23:30:00,2014,9,6,23,30,5,2,10,169,4,9,401,52
2014-09-06T23:45:00,2014,9,6,23,45,3,2,10,133,7,6,400,53
2014-09-07T00:00:00,2014,9,7,0,0,3,2,10,166,4,9,351,53
2014-09-07T00:15:00,2014,9,7,0,15,4,1,10,168,6,9,285,53
2014-09-07T00:30:00,2014,9,7,0,30,4,1,11,198,3,5,267,52
2014-09-07T00:45:00,2014,9,7,0,45,4,1,14,196,16,9,267,52
2014-09-07T01:00:00,2014,9,7,1,0,4,3,11,179,9,3,169,52
2014-09-07T01:15:00,2014,9,7,1,15,4,1,11,183,10,2,145,53
2014-09-07T01:30:00,2014,9,7,1,30,4,1,12,175,1,3,116,52
2014-09-07T01:45:00,2014,9,7,1,45,4,1,10,178,10,5,104,52
2014-09-07T02:00:00,2014,9,7,2,0,4,1,12,171,4,2,80,52
2014-09-07T02:15:00,2014,9,7,2,15,4,1,11,163,5,2,82,52
2014-09-07T02:30:00,2014,9,7,2,30,4,1,8,136,6,3,113,52
2014-09-07T02:45:00,2014,9,7,2,45,4,1,8,78,21,2,77,52
2014-09-07T03:00:00,2014,9,7,3,0,4,1,8,59,9,1,78,52
2014-09-07T03:15:00,2014,9,7,3,15,4,1,8,33,5,1,59,52
2014-09-07T03:30:00,2014,9,7,3,30,3,1,8,26,6,0,62,52
2014-09-07T03:45:00,2014,9,7,3,45,4,1,8,20,4,0,42,52
2014-09-07T04:00:00,2014,9,7,4,0,4,1,8,17,2,0,43,52
2014-09-07T04:15:00,2014,9,7,4,15,3,1,8,14,1,0,45,52
2014-09-07T04:30:00,2014,9,7,4,30,3,1,8,18,1,0,42,53
2014-09-07T04:45:00,2014,9,7,4,45,3,1,8,19,2,0,44,52
2014-09-07T05:00:00,2014,9,7,5,0,3,1,8,14,1,0,38,52
2014-09-07T05:15:00,2014,9,7,5,15,4,1,9,14,1,3,33,52
2014-09-07T05:30:00,2014,9,7,5,30,4,1,8,14,1,1,32,52
2014-09-07T05:45:00,2014,9,7,5,45,4,1,10,15,1,1,30,52
2014-09-07T06:00:00,2014,9,7,6,0,4,1,9,16,1,2,29,52
2014-09-07T06:15:00,2014,9,7,6,15,4,1,10,17,1,0,26,53
2014-09-07T06:30:00,2014,9,7,6,30,4,1,8,17,1,0,27,52
2014-09-07T06:45:00,2014,9,7,6,45,4,1,8,16,1,0,23,52
2014-09-07T07:00:00,2014,9,7,7,0,3,1,8,16,1,0,22,53
2014-09-07T07:15:00,2014,9,7,7,15,3,1,10,19,2,3,25,53
2014-09-07T07:30:00,2014,9,7,7,30,4,1,9,25,1,3,25,53
2014-09-07T07:45:00,2014,9,7,7,45,4,3,8,28,2,3,31,53
2014-09-07T08:00:00,2014,9,7,8,0,4,3,8,19,0,3,32,52
2014-09-07T08:15:00,2014,9,7,8,15,4,3,12,31,1,3,41,53
2014-09-07T08:30:00,2014,9,7,8,30,3,2,12,22,8,4,38,53
2014-09-07T08:45:00,2014,9,7,8,45,3,3,13,31,6,5,50,53
2014-09-07T09:00:00,2014,9,7,9,0,3,3,11,27,3,4,63,53
2014-09-07T09:15:00,2014,9,7,9,15,3,4,10,44,3,5,96,55
2014-09-07T09:30:00,2014,9,7,9,30,3,4,9,41,2,3,106,56
2014-09-07T09:45:00,2014,9,7,9,45,4,6,10,77,4,8,162,55
2014-09-07T10:00:00,2014,9,7,10,0,5,7,12,79,6,9,179,56
2014-09-07T10:15:00,2014,9,7,10,15,3,6,12,123,3,15,264,58
2014-09-07T10:30:00,2014,9,7,10,30,3,10,10,122,3,27,285,90
2014-09-07T10:45:00,2014,9,7,10,45,4,10,13,106,2,37,318,100
2014-09-07T11:00:00,2014,9,7,11,0,6,12,10,148,3,67,403,124
2014-09-07T11:15:00,2014,9,7,11,15,6,16,13,125,3,78,419,126
2014-09-07T11:30:00,2014,9,7,11,30,18,26,15,218,2,153,521,156
2014-09-07T11:45:00,2014,9,7,11,45,24,29,16,168,3,159,543,167
2014-09-07T12:00:00,2014,9,7,12,0,31,36,15,265,3,178,646,173
2014-09-07T12:15:00,2014,9,7,12,15,37,39,16,291,5,222,672,173
2014-09-07T12:30:00,2014,9,7,12,30,45,43,59,301,8,251,781,190
2014-09-07T12:45:00,2014,9,7,12,45,49,50,70,302,9,264,799,190
2014-09-07T13:00:00,2014,9,7,13,0,65,58,82,284,13,287,894,190
2014-09-07T13:15:00,2014,9,7,13,15,71,64,87,327,15,281,927,195
2014-09-07T13:30:00,2014,9,7,13,30,84,64,105,282,24,252,963,214
2014-09-07T13:45:00,2014,9,7,13,45,87,72,104,262,29,259,998,217
2014-09-07T14:00:00,2014,9,7,14,0,88,80,117,348,32,230,1167,241
2014-09-07T14:15:00,2014,9,7,14,15,110,89,138,279,39,180,1127,251
2014-09-07T14:30:00,2014,9,7,14,30,123,92,159,284,59,135,1141,282
2014-09-07T14:45:00,2014,9,7,14,45,150,99,159,319,50,90,1233,279
2014-09-07T15:00:00,2014,9,7,15,0,153,97,176,313,75,67,1231,324
2014-09-07T15:15:00,2014,9,7,15,15,180,100,169,286,60,58,1271,320
2014-09-07T15:30:00,2014,9,7,15,30,191,96,176,282,62,63,1284,333
2014-09-07T15:45:00,2014,9,7,15,45,207,92,187,303,86,86,1350,348
2014-09-07T16:00:00,2014,9,7,16,0,218,90,181,257,91,84,1324,360
2014-09-07T16:15:00,2014,9,7,16,15,212,92,187,359,86,75,1312,371
2014-09-07T16:30:00,2014,9,7,16,30,219,90,194,297,85,72,1313,380
2014-09-07T16:45:00,2014,9,7,16,45,206,77,174,342,86,65,1348,375
2014-09-07T17:00:00,2014,9,7,17,0,203,79,169,275,78,66,1321,366
2014-09-07T17:15:00,2014,9,7,17,15,195,81,166,331,74,72,1317,353
2014-09-07T17:30:00,2014,9,7,17,30,197,82,157,221,68,104,1274,343
2014-09-07T17:45:00,2014,9,7,17,45,196,77,159,204,85,125,1211,326
2014-09-07T18:00:00,2014,9,7,18,0,188,69,145,310,58,167,1164,325
2014-09-07T18:15:00,2014,9,7,18,15,182,64,128,217,70,166,1026,317
2014-09-07T18:30:00,2014,9,7,18,30,144,64,120,430,50,254,1022,299
2014-09-07T18:45:00,2014,9,7,18,45,124,57,113,319,62,272,897,277
2014-09-07T19:00:00,2014,9,7,19,0,121,58,107,361,40,346,914,268
2014-09-07T19:15:00,2014,9,7,19,15,123,51,106,315,45,324,826,254
2014-09-07T19:30:00,2014,9,7,19,30,122,46,88,498,37,360,814,259
2014-09-07T19:45:00,2014,9,7,19,45,119,51,83,524,42,354,827,264
2014-09-07T20:00:00,2014,9,7,20,0,108,54,82,568,37,291,820,268
2014-09-07T20:15:00,2014,9,7,20,15,108,51,60,616,34,226,796,260
2014-09-07T20:30:00,2014,9,7,20,30,97,52,11,572,37,143,800,239
2014-09-07T20:45:00,2014,9,7,20,45,90,51,11,681,35,73,874,233
2014-09-07T21:00:00,2014,9,7,21,0,79,48,10,593,41,57,816,222
2014-09-07T21:15:00,2014,9,7,21,15,72,49,10,615,31,89,925,203
2014-09-07T21:30:00,2014,9,7,21,30,60,38,12,570,45,82,920,190
2014-09-07T21:45:00,2014,9,7,21,45,76,33,10,522,30,71,916,183
2014-09-07T22:00:00,2014,9,7,22,0,83,39,15,474,41,61,906,188
2014-09-07T22:15:00,2014,9,7,22,15,83,16,11,320,13,66,906,173
2014-09-07T22:30:00,2014,9,7,22,30,75,6,11,277,22,60,875,141
2014-09-07T22:45:00,2014,9,7,22,45,61,3,10,249,7,60,818,130
2014-09-07T23:00:00,2014,9,7,23,0,44,1,13,209,8,54,760,100
2014-09-07T23:15:00,2014,9,7,23,15,7,1,10,193,3,57,710,85
2014-09-07T23:30:00,2014,9,7,23,30,6,2,12,195,9,53,630,40
2014-09-07T23:45:00,2014,9,7,23,45,6,4,11,157,8,46,555,40
2014-09-08T00:00:00,2014,9,8,0,0,4,1,9,123,4,38,501,38
2014-09-08T00:15:00,2014,9,8,0,15,5,1,8,122,6,37,449,40
2014-09-08T00:30:00,2014,9,8,0,30,5,2,8,83,4,21,351,39
2014-09-08T00:45:00,2014,9,8,0,45,4,1,9,73,4,18,313,39
2014-09-08T01:00:00,2014,9,8,1,0,4,1,9,37,2,25,252,38
2014-09-08T01:15:00,2014,9,8,1,15,4,1,9,35,4,21,236,38
2014-09-08T01:30:00,2014,9,8,1,30,4,1,9,33,1,7,204,38
2014-09-08T01:45:00,2014,9,8,1,45,4,1,9,19,2,5,174,37
2014-09-08T02:00:00,2014,9,8,2,0,4,1,8,22,1,4,142,39
2014-09-08T02:15:00,2014,9,8,2,15,4,1,8,19,2,3,121,38
2014-09-08T02:30:00,2014,9,8,2,30,4,1,8,19,3,5,113,38
2014-09-08T02:45:00,2014,9,8,2,45,3,1,8,16,1,4,84,38
2014-09-08T03:00:00,2014,9,8,3,0,5,1,8,13,2,4,76,38
2014-09-08T03:15:00,2014,9,8,3,15,5,1,10,15,1,3,67,39
2014-09-08T03:30:00,2014,9,8,3,30,4,1,11,15,1,2,60,39
2014-09-08T03:45:00,2014,9,8,3,45,4,1,10,16,1,3,54,39
2014-09-08T04:00:00,2014,9,8,4,0,4,1,10,15,1,2,55,39
2014-09-08T04:15:00,2014,9,8,4,15,4,1,10,15,1,2,46,39
2014-09-08T04:30:00,2014,9,8,4,30,4,1,9,14,1,2,43,38
2014-09-08T04:45:00,2014,9,8,4,45,3,1,9,15,1,1,36,39
2014-09-08T05:00:00,2014,9,8,5,0,4,1,9,16,1,3,32,38
